AnimalName,Breed,Age,Weight_kg,MedicalHistory,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,priority_score
Dog,Beagle,9.4,24.5,Parasite history,Pain,stop eating,Lethargy,"Bumps(black,grey or red)",Coughing,8
Dog,Poodle,5.7,7.1,Parasite history,rapid pulse and heart rates,Lethargy,Thrist and urination,Pain,Vomiting,10
Dog,Boxer,5.2,21.5,Parasite history,Anorexia,Weakness,Fever,Diarrhea,Diarrhea,8
Dog,Golden Retriever,10.1,41.8,No previous conditions,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,10
Dog,Golden Retriever,12.4,30.0,Vaccinated,Fever,Respiratory distress,Mucous discharge,Reduce feed,Weight gain,10
Dog,Bulldog,9.1,21.4,Skin conditions history,Fever,Diarrhea,Depression,Scratches,Weight Loss,7
Dog,Bulldog,13.9,24.4,Not vaccinated,Swelling,Week legs,Willnot run to jump,Pain on leg,Limping,8
Dog,Yorkshire Terrier,13.1,7.6,No previous conditions,Fever,weakened legs,los of the ability to walk,Weight loss,Lameness,9
Dog,Poodle,9.2,8.4,Previous heart condition,Vomiting,Weight loss,Sneezing,Yellow Eye,Sneezing,10
Dog,Yorkshire Terrier,0.5,4.9,Parasite history,Diarrhea,Weight loss,Lethargy,Pain,Abortion,9
Dog,Yorkshire Terrier,4.6,7.0,No previous conditions,Weight loss,Weakness,Coughing,Anorexia,Lesions,8
Dog,Bulldog,14.0,18.9,Recent surgery,Lethargy,Anorexia,Anorexia,Diarrhea,Coughing,8
Dog,Boxer,0.9,16.1,Previous kidney disease,Partial Paralysis,Staggering as drunk,Self Mutilation,Acting aggressive,Acting unnaturally tame,10
Dog,Bulldog,7.0,23.4,Chronic illness,Lethargy,Painfull to touch,Sneezing,Weight loss,Pain,8
Dog,Yorkshire Terrier,10.4,6.6,Vaccinated,Sneezing,Lethargy,Lethargy,Diarrhea,Fever,7
Dog,Golden Retriever,9.2,30.2,Parasite history,Fluif Faeces on blood and muscle,Sudden Death,Blooody Fluid,Red Diarrhea,Faeces are streake with blood,10
Dog,Beagle,1.3,17.1,Dental issues,Tremor,Viability,Coughing,Anorexia,Weight Loss,8
Dog,Poodle,9.4,7.4,No previous conditions,Weight loss,Diarrhea,Pain,Diarrhea,Weight loss,7
Dog,Labrador Retriever,7.8,37.1,No previous conditions,Fever,Inflammed eye,Sneezing,Depression,Limping,7
Dog,Beagle,11.1,24.1,Allergies,Bloody discharge,Fever,Diarrhea,recumbency,Diarrhea,10
Dog,Boxer,0.5,16.3,Vaccinated,Milk reduce,Vomiting,Sneezing,Scartching ear,Lesions on nose,0
Dog,Poodle,5.4,4.0,Chronic illness,Lethargy,Weakness,Tremor,Uncharacteristic hiding,Fever,8
Dog,Labrador Retriever,3.4,44.8,Previous kidney disease,Fever,Fever,Aggressiveness,Weakness,Poor appetite,9
Dog,Golden Retriever,12.7,44.7,Skin conditions history,Fever,Anorexia,Excess sleeping,Anorexia,Weakness,8
Dog,German Shepherd,11.8,30.5,Recent surgery,Weakness,Weight loss,Weight loss,Anorexia,Fever,8
Dog,Golden Retriever,12.0,32.3,Dental issues,Vomiting,Lethargy,Weakness,Fever,Vomiting,8
Dog,Rottweiler,3.8,25.0,No previous conditions,Lethargy,Scartching ear,Anorexia,Weakness,Weight loss,7
Dog,Beagle,7.2,26.4,Not vaccinated,Diarrhea,Weight loss,Pain,Anorexia,Anorexia,8
Dog,Boxer,0.5,23.3,Parasite history,Facial muscle twitching,Coughing,Coughing,Pain,Vomiting,9
Dog,Beagle,5.6,15.0,Parasite history,Pain,Diarrhea,Pain,Sneezing,Anemia,9
Dog,Beagle,5.5,27.7,Dental issues,Weight loss,Vomiting,Joint Pain,Diarrhea,Diarrhea,7
Dog,Labrador Retriever,5.3,34.4,No previous conditions,Weight loss,Weakness,Anorexia,Lethargy,Fever,8
Dog,Boxer,14.9,15.4,No previous conditions,Fever,Tachypea,Swelling of head and neck,Anorexia,Nasal Discharge,10
Dog,Golden Retriever,6.8,37.4,Not vaccinated,Pain,Vomiting,Coughing,Pain,Diarrhea,8
Dog,Golden Retriever,5.2,40.1,Allergies,Lethargy,Weakness,Vomiting,Pain,Weakness,8
Dog,Labrador Retriever,2.6,41.3,Skin conditions history,Oedema,Swelling of neck,Swelling of face or leg,Pain,Weight loss,9
Dog,Boxer,4.1,16.0,Previous heart condition,Vomiting,Vomiting,Diarrhea,Vomiting,Weight loss,8
Dog,Labrador Retriever,1.7,42.9,Recent surgery,Fever,Chronic eye inflamation,Poor Appetite,Lethargy,Neurologic abnormalities,10
Dog,Rottweiler,0.8,38.4,Previous kidney disease,Short term lethargy,Loss of  appetite,Weekness in the back legs,Rapid Heart Rate,Week pulse,10
Dog,Poodle,8.6,9.7,Previous kidney disease,Weight loss,Weight loss,Fever,Diarrhea,Lethargy,8
Dog,Golden Retriever,8.6,30.8,Parasite history,Fluif Faeces on blood and muscle,Sudden Death,Blooody Fluid,Red Diarrhea,Faeces are streake with blood,10
Dog,Golden Retriever,8.4,35.3,No previous conditions,stop eating,stop drinking,change their normal behaviour,Depression,Pains,8
Dog,Poodle,12.5,6.2,Skin conditions history,Fever,Coughing,Disharge from affected eye,Diarrhea,Anorexia,7
Dog,Mixed Breed,8.2,15.7,No previous conditions,Coughing,Sores on lip,Hoarseness,Weakness,Vomiting,7
Dog,Rottweiler,12.4,39.9,Not vaccinated,Poor immune function,Achomotrica,Dehydration,Death,Pains,10
Dog,Beagle,9.1,15.9,No previous conditions,Malpresentation,Death,Uteria inertia,Fetopelvic dispropotion,Pains,10
Dog,Poodle,7.6,3.9,Parasite history,eye discharges,Diarrhea,Lethargy,Bleeding from other parts of the body,Coughing,10
Dog,Mixed Breed,11.3,24.8,Dental issues,Fever,Fever,Weight loss,Diarrhea,Swollen,8
Dog,German Shepherd,1.0,27.2,No previous conditions,Lameness,Loss of Appetite,Poor wool,Poor Body condition,Small size,6
Dog,Boxer,4.5,22.0,Recent surgery,Sneezing,Undigested seeds,Pain,Pain,Hyperesthesia,8
Dog,Yorkshire Terrier,2.5,3.0,Dental issues,Acting aggressive,Endomeritis,Weight loss,Pain,Weight loss,9
Dog,Poodle,2.0,7.0,No previous conditions,Lepatomegaly,Splenomegaly,Vomiting,Swollen,Shaking oh head,9
Dog,Mixed Breed,6.1,27.9,Previous heart condition,Lacrimation,Diarrhea,Dullness,Coughing,Seizures,10
Dog,Boxer,7.2,21.7,Recent surgery,Weakness,Sneezing,Watering of eyes,Fever,Diarrhea,7
Dog,Golden Retriever,3.0,25.0,Allergies,Weight loss,Lethargy,Sores on lip,Sleeping Excessively,Pain,7
Dog,Golden Retriever,1.6,34.3,Not vaccinated,Weight loss,Lethargy,Vomiting,Vomiting,Weight loss,8
Dog,Boxer,3.2,17.1,Not vaccinated,Anorexia,Anorexia,Weight loss,Anorexia,Regurgitation of food,8
Dog,Rottweiler,5.3,29.9,No previous conditions,Lethargy,Sneezing,Fever,hot udder,Weight loss,8
Dog,Beagle,9.0,27.8,No previous conditions,Pain,Weakness,Vomiting,Edematous,Coughing,9
Dog,Beagle,4.7,21.1,Recent surgery,Anorexia,Vomiting,Fever,Weight loss,Weakness,8
Dog,Golden Retriever,2.2,39.4,Previous heart condition,Vomiting,Weakness,Weakness,Pain,Vomiting,9
Dog,Bulldog,12.1,27.4,Skin conditions history,Vomiting,Coughing,Fever,Sneezing,Coughing,8
Dog,Boxer,8.6,18.7,No previous conditions,Forthy eye,Coughing,Sneezing,Diarrhea,Coughing,6
Dog,Mixed Breed,6.9,22.5,Parasite history,Weight loss,Weakness,Fever,Lethargy,Vomiting,8
Dog,Yorkshire Terrier,6.3,4.1,Skin conditions history,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,10
Dog,Yorkshire Terrier,8.1,8.0,Previous kidney disease,Anorexia,thirst,Fever,Fever,Weakness,9
Dog,Rottweiler,1.5,37.2,Parasite history,Fever,Weakness,Diarrhea,Stealing,Weakness,7
Dog,Labrador Retriever,11.5,42.4,Skin conditions history,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,10
Dog,Beagle,8.2,17.5,Skin conditions history,Swollen left abdomen,Lying Down,Staggering,Urination,Extension of neck,10
Dog,German Shepherd,11.6,40.2,Chronic illness,Coughing,Diarrhea,Coughing,Anorexia,Fever,8
Dog,Labrador Retriever,1.2,25.0,Parasite history,Weight loss,Pain,Sneezing,Weakness,Weight loss,7
Dog,Boxer,2.1,27.9,Parasite history,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness,dizziness and fainting,10
Dog,Labrador Retriever,12.9,34.7,Previous kidney disease,Weight loss,Diarrhea,Vomiting,Pain,Decrease appetite,8
Dog,Golden Retriever,3.5,43.9,Previous heart condition,Lethargy,Fever,Sluggish,Sneezing,Pain,8
Dog,Yorkshire Terrier,6.8,4.1,No previous conditions,Anorexia,Pain,Weight loss,Anorexia,Weakness,8
Dog,Yorkshire Terrier,12.6,5.5,Recent surgery,Forthy eye,Torticollis,Weakness,Swelling,Emaciation,9
Dog,Mixed Breed,7.0,26.9,Chronic illness,Anorexia,Weakness,Anorexia,Fever,Sneezing,8
Dog,Bulldog,3.6,20.3,Not vaccinated,Anorexia,Fever,loss in weight,Pain,Sneezing,7
Dog,Labrador Retriever,13.1,34.4,Recent surgery,Restlessness,Weakness,Blue straws,Death,Pain,10
Dog,German Shepherd,14.5,36.4,Parasite history,loss of appetite,diarrhea,swollen purple wattle,Swollen comb,Lameness,0
Dog,Boxer,8.7,23.9,Chronic illness,Vomiting,Weight loss,Diarrhea,Weakness,Weight loss,8
Dog,Golden Retriever,1.8,38.8,Not vaccinated,Fever,Dysentery,Swelling,Immediate death,Pain,10
Dog,Yorkshire Terrier,2.9,3.9,No previous conditions,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,10
Dog,Beagle,10.4,27.0,Not vaccinated,Mortality varies,Weight loss,Coughing,Animal become lame,Weakness,7
Dog,Golden Retriever,7.7,39.4,Not vaccinated,Fever,Slightly Swollen,Lession on the skin,Milky Hard,Papules appear on teats anad udder,7
Dog,German Shepherd,15.0,26.8,No previous conditions,Anorexia,Sensitive to touch,Sneezing,Coughing,Pain,8
Dog,Mixed Breed,0.6,16.5,Allergies,Fever,Reduce growth,Kid moratality,Weakness,Dullness,8
Dog,Yorkshire Terrier,12.8,3.0,Chronic illness,Lethargy,Anorexia,Vomiting,Diarrhea,Dizziness,9
Dog,Boxer,12.8,25.0,Recent surgery,Fever,Inflammed eye,Coughing,Depression,Limping,8
Dog,Rottweiler,7.3,30.6,Chronic illness,Tear production,Anversion to light,Bluish white opacity,Blindness,Pains,8
Dog,Mixed Breed,1.9,40.0,No previous conditions,Weakness,Coughing,Weakness,Vomiting,Diarrhea,8
Dog,Boxer,4.7,15.1,Dental issues,Lethargy,Sloughing of the tail,Fever,Coughing,Weight loss,9
Dog,Boxer,13.8,16.1,No previous conditions,Anorexia,Nasal Discharge,Tachypea,Fever,Swelling of head and neck,10
Dog,Golden Retriever,8.4,34.0,Parasite history,Fever,Hyperesthesia,Lethargy,Lying down,Fever,9
Dog,German Shepherd,14.9,37.9,Dental issues,Vomiting,Weakness,Anorexia,Diarrhea,Pain,9
Dog,Rottweiler,0.9,45.0,Allergies,Weight loss,Anorexia,Anorexia,Vomiting,Tachypea,9
Dog,Boxer,11.7,24.6,Previous kidney disease,Pain,Lethargy,Weakness,Diarrhea,Stained Wool,8
Dog,Labrador Retriever,6.3,43.0,Vaccinated,Diarrhea with muscus,Tensemus,Watery Stool,Flatulence,Pains,7
Dog,Labrador Retriever,5.7,31.3,Chronic illness,Anorexia,Animal stop feed,Lethargy,Pain,Vomiting,8
Dog,Boxer,4.7,25.8,No previous conditions,Fever,Difficulty breathing,Coughing,Eye and Skin change,Unable to exercise,10
Dog,German Shepherd,15.0,45.0,No previous conditions,Anorexia,Weakness,Anorexia,Coughing,Weight loss,8
Dog,Poodle,15.8,8.9,Chronic illness,Fever,Loss of  appetite,Coughing,Lethargy,Joint Pain,8
Dog,Labrador Retriever,15.1,36.1,Allergies,Fever,Diarrhea,Coughing,Tiredness,Pains,8
Dog,German Shepherd,0.9,45.0,Allergies,Fever,Diarrhea,Muscus,Weight loss,Death,10
Dog,Boxer,14.6,19.6,Previous kidney disease,Fever,weakened legs,los of the ability to walk,Mammary glads,Fluif filled blisters,10
Dog,Mixed Breed,7.4,16.0,Skin conditions history,Facial edema,Dyspnea,Conjuctivtis,Weakness,Pharyngitis,10
Dog,Boxer,8.8,22.9,Allergies,Anorexia,Fever,Fever,Coughing,Anorexia,7
Dog,German Shepherd,8.4,37.9,Parasite history,Fever,Diarrhea,Bloody droping,Abdominal discomfort,Lethargy,8
Dog,Mixed Breed,6.8,14.3,Allergies,Coughing,Sneezing,Anorexia,coughing,Muscle pain,6
Dog,Mixed Breed,3.8,16.4,Vaccinated,Weight loss,Eye become dull,Diarrhea,Fever,outstretched neck,8
Dog,Boxer,12.9,17.5,Skin conditions history,Foul Breath,Bloody Drool,Facial Swelling,Lossened Teeth,Unable To Eat,9
Dog,Yorkshire Terrier,8.9,9.4,Not vaccinated,Fever,Diarrhea,Swelling,Weight loss,Pain,8
Dog,Poodle,9.0,7.2,Parasite history,Anorexia,Loss of earing,Weakness,Fever,Sneezing,7
Dog,Bulldog,10.1,21.4,No previous conditions,Lethargy,Headache,inability to fly,Diarrhea,Pain,0
Dog,Bulldog,6.3,15.0,Vaccinated,Frequent eye Infections,Discharge from ear,Weight loss,Sneezing,Fever,6
Dog,Poodle,1.9,6.6,No previous conditions,Lepatomegaly,Splenomegaly,Vomiting,Swollen,Shaking oh head,9
Dog,Boxer,15.0,26.1,Skin conditions history,Diarrhea,Join pains,Foul Breath,Coughing,Anorexia,8
Dog,Bulldog,10.9,22.4,Previous heart condition,Weakness,Flabby,Sneezing,Bloody Diarhhea,Anorexia,10
Dog,Rottweiler,5.4,35.9,Parasite history,Vomiting,Weakness,Coughing,Sneezing,Ulcers,7
Dog,Golden Retriever,6.6,42.2,Previous heart condition,cough,sneeze,droopy wings,twisted neck,droopy wings,0
Dog,Labrador Retriever,2.9,33.4,Chronic illness,Radip onset,Stiff,Muscle Trembling,Weakness,Death,10
Dog,Boxer,15.4,18.7,Allergies,Loss of Appetite,Depression,Overweight,Diarrhea,Ruffled feathers,0
Dog,Mixed Breed,5.9,26.1,Previous kidney disease,Dullness,Lacrimation,Coughing,Diarrhea,Seizures,10
Dog,Labrador Retriever,3.1,41.3,Allergies,Tail Wagging,Straining,Lethargy,Weakness,Diarrhea,6
Dog,Yorkshire Terrier,9.9,7.2,Dental issues,Deability,Coughing,Weight loss,Weight loss,Weight loss,7
Dog,German Shepherd,11.4,26.8,Previous heart condition,Weight loss,Constipation,loss of appetite,Broody behavior,Egg production stops,0
Dog,Golden Retriever,5.4,41.0,Recent surgery,Mortality,Weight loss,dullness,Vomiting,Sneezing,10
Dog,Rottweiler,0.7,31.4,Skin conditions history,Coughing,Lethargy,Sneezing,Diarrhea,Lethargy,7
Dog,Bulldog,5.5,29.1,Previous kidney disease,Mucus discharge from the eye,Lethargy,Fever,Anorexia,Sneezing,7
Dog,Yorkshire Terrier,7.8,4.0,Previous kidney disease,Fever,Vomiting,Vomiting,Pain,Weakness,9
Dog,Golden Retriever,6.6,33.6,Recent surgery,Anorexia,Anorexia,Swollen Abdomen,Pain,Diarrhea,10
Dog,Yorkshire Terrier,2.0,4.7,Allergies,Anorexia,Weakness,Coughing,Coughing,Pain,7
Dog,Yorkshire Terrier,7.3,9.5,Previous kidney disease,Lethargy,Weight loss,Weakness,Pain,Progressive weakness,9
Dog,Boxer,2.0,23.3,Parasite history,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness,dizziness and fainting,10
Dog,Mixed Breed,1.2,5.3,Skin conditions history,Constant pacing,Facial muscle twitching,abnormalalities,Blindness,Muscle pain,10
Dog,Rottweiler,13.9,32.3,Not vaccinated,Anorexia,Diarrhea,Vomiting,Diarrhea,Pain,9
Dog,Yorkshire Terrier,11.3,9.9,Skin conditions history,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss,9
Dog,German Shepherd,8.8,42.7,Parasite history,Lethargy,Fever,Diarrhea,Abdominal discomfort,Bloody droping,8
Dog,Beagle,6.4,19.6,Vaccinated,Coughing,Pain,Coughing,Vomiting,Sneezing,7
Dog,Labrador Retriever,13.6,27.9,Vaccinated,Dejection,Loss of Appetite,Stress,Coughing,Pains,7
Dog,Mixed Breed,14.3,20.6,Previous kidney disease,Weakness,Anorexia,Fever,Anorexia,Trauma,10
Dog,Bulldog,0.5,30.0,Recent surgery,Dark colored bloody,Weight loss,Pain,Coughing,Pain,9
Dog,Rottweiler,0.8,34.6,Previous kidney disease,Short term lethargy,Loss of  appetite,Weekness in the back legs,Rapid Heart Rate,Week pulse,10
Dog,Golden Retriever,8.0,33.8,Not vaccinated,Poor Body condition,Weight loss,Sneezing,Diarrhea,Vomiting,7
Dog,Boxer,1.3,15.7,Dental issues,Sneezing,Fever,Bloody discharge,Vomiting,Weight loss,8
Dog,Beagle,2.2,15.0,Recent surgery,Coughing,Pain,Weight loss,Pain,Vomiting,8
Dog,Beagle,6.9,19.2,Recent surgery,Sneezing,Weight loss,Anorexia,Lethargy,cough ,7
Dog,German Shepherd,4.4,31.0,Dental issues,Lethargy,Weight loss,Weakness,Greenish-yellow nasal discharge,Fever,8
Dog,Rottweiler,15.0,35.1,Dental issues,Fever,Diarrhea,Diarrhea,Unilateral Nasal discharge,Anorexia,8
Dog,Labrador Retriever,6.6,29.9,Not vaccinated,Pain,Pyrexia,Weight loss,Lethargy,Vomiting,8
Dog,Rottweiler,3.5,27.0,Allergies,Fever,Respiratory distress,Weekness in the back legs,Hyperesthesia,Sudden death,0
Dog,Labrador Retriever,1.4,43.1,Chronic illness,cough ,gasping for air,Weight loss,gasping for breath,extending its neck,10
Dog,Mixed Breed,2.3,25.5,No previous conditions,Death,Despression,Uteria inertia,Pains,Fetopelvic dispropotion,0
Dog,Boxer,8.4,17.0,Recent surgery,Fever,Dark colored bloody,Incoordination,Difficulty in breathing,Terminal convulsion,0
Dog,Yorkshire Terrier,11.5,6.5,Not vaccinated,Upset stomach,Loss of appetite,Nause,Weight loss,Abdonormal pain,7
Dog,Mixed Breed,5.7,27.1,Parasite history,Deability,Lethargy,Vomiting,Fever,Sneezing,7
Dog,Poodle,10.8,7.6,Dental issues,Pain,Difficult in respiration,Good appetite,Fever,Fever,9
Dog,Rottweiler,8.1,23.9,Allergies,Fever,Depression,Attack,Bite other animals,Pain,10
Dog,Rottweiler,8.5,35.5,Recent surgery,Weakness,Testical Pain,Weight loss,Pain,Coughing,7
Dog,Poodle,8.7,10.0,Recent surgery,Vomiting,Diarrhea,Sneezing,Anorexia,bloody discharge,9
Dog,Yorkshire Terrier,2.6,6.0,Chronic illness,Difficultty in Breathing,Jaundice,Pain,Pain,Vomiting,10
Dog,Golden Retriever,12.2,25.0,Skin conditions history,Fever,Anorexia,Fever,Weight loss,Pain,7
Dog,Beagle,9.1,17.3,Not vaccinated,Fever,Diffulty Swallowing,Excessive drooling,Staggering,Seizures,10
Dog,Mixed Breed,4.6,25.6,Vaccinated,Air sacculitis,Halitosis,Coughing,Enteritis,Weight loss,0
Dog,Bulldog,0.6,23.7,Previous kidney disease,Coughing,Weight loss,Weight loss,Facial defects,Vomiting,6
Dog,Bulldog,4.2,23.2,Previous kidney disease,Fever,Loss of appetite,Lameness,Rump,Weight Loss,7
Dog,Rottweiler,11.0,28.3,No previous conditions,loss of appetite,diarrhea,ruffled feathers,Weight loss,Inability to absorb nutrients,0
Dog,Golden Retriever,12.4,35.8,Vaccinated,Diarrhea,Pain,Nible at their wool,Diarrhea,Weakness,0
Dog,Boxer,1.0,17.8,Previous heart condition,Staggering as drunk,Partial Paralysis,Acting unnaturally tame,Self Mutilation,Acting aggressive,10
Dog,Poodle,5.8,4.2,Dental issues,Vomiting,Sneezing,Drooping wings,Weight loss,twisted neck,0
Dog,Golden Retriever,0.8,37.7,Skin conditions history,Bad breath,Pawing at the face or nose,cough ,Sneezing,Bleeding from the nose,7
Dog,Labrador Retriever,1.1,35.0,Allergies,Fever,abscessess,Weight loss,inflamed nostrils,Pain,7
Dog,Rottweiler,9.1,36.9,Recent surgery,Fever,Depression,Small intestines,Death,Flock Moratality,0
Dog,Mixed Breed,1.5,24.5,Dental issues,Decreased eyelid,Very cold skin,Lethargy,Lip,Fever,9
Dog,Yorkshire Terrier,14.1,5.5,Recent surgery,Abdominal pain,Indigestion,Nausea,Diarrhea,Constipation,7
Dog,Yorkshire Terrier,7.3,6.5,Recent surgery,haemorrhage,Straw colored,Abdominal pain,Death,Carcass decomposes,0
Dog,Rottweiler,5.6,45.0,Recent surgery,Poor coat condition,Fever,Fatique,Infection of the skin,Weight loss,7
Dog,Rottweiler,8.2,24.7,Recent surgery,Balance problem,Abdominal destention,Neck Paralysis,Weight loss,Pains,10
Dog,Mixed Breed,8.7,19.0,Vaccinated,Rub,Diarrhea,Vomiting,Weakness,Lethargy,7
Dog,Yorkshire Terrier,14.0,7.9,Allergies,Fever,Depression,loss of appetite,Loss of appetite,Pains,8
Dog,Mixed Breed,3.3,13.5,Vaccinated,Pain,Pain,Weight loss,Anorexia,Pain,8
Dog,Mixed Breed,1.7,40.0,Dental issues,Dry skin,Pawing at the face or nose,Pain,Weakness,Lethargy,6
Dog,Beagle,9.1,25.0,Skin conditions history,Fever,Wound lesion,Excess salivary,Difficult in walking,Pain,8
Dog,Bulldog,13.1,22.9,Allergies,Watering Diarrhea,Depression,Emaciation,Ruffled Coat,Lethargy,8
Dog,German Shepherd,10.0,42.6,Allergies,Air sacculitis,Halitosis,Coughing,Enteritis,Weight loss,0
Dog,Labrador Retriever,10.7,35.6,No previous conditions,Fever,Loss of  appetite,Coughing,Lameness,Swelling of joints,8
Dog,German Shepherd,1.7,33.7,No previous conditions,Pain,Fever,Vomiting,decreased stool production,Weight loss,8
Dog,Poodle,9.5,5.5,Previous kidney disease,Vomiting,Fever,Distended chest,Weight loss,Urination,10
Dog,Rottweiler,4.8,38.5,Dental issues,Muscle stiffness,Weakness,Small red bumps,Lethargy,Short stature,6
Dog,Yorkshire Terrier,5.7,6.1,Chronic illness,Diarrhea,Sneezing,Diarrhea,Lethargy,Weakness,6
Dog,Yorkshire Terrier,7.6,10.0,Not vaccinated,Enlarged Thymus,Obstructed Lungs,Lethargy,Skin rashes,Weight loss,10
Dog,Boxer,12.8,24.8,Parasite history,loss of appetite,vomiting, pain and bloating,experiencing changes in weight,burning ache or pain,10
Dog,Boxer,13.2,26.4,Previous heart condition,Pain,Lethargy,Lethargy,Weakness,Smell of ammonia,9
Dog,German Shepherd,5.7,45.0,Parasite history,Pain,Sneezing,Weak Pulse,Sneezing,Irritation,9
Dog,Golden Retriever,10.1,35.4,Allergies,Diarrhea,Swollen lymph nodes,Diarrhea,distended stomach,Coughing,10
Dog,Bulldog,11.3,22.7,Previous kidney disease,Fever,Loss of appetite,Ear infection,Depression,Nasal Discharge,7
Dog,Labrador Retriever,11.2,34.5,Skin conditions history,Pain,Weight loss,Anorexia,Weakness,Vomiting,8
Dog,Boxer,0.8,15.0,Not vaccinated,Weakness,Coughing,Pain,Coughing,Coughing,7
Dog,Golden Retriever,9.7,42.2,Chronic illness,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,4
Dog,Yorkshire Terrier,12.1,8.3,Skin conditions history,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,0
Dog,Labrador Retriever,5.7,34.0,No previous conditions,Fetopelvic dispropotion,Uteria inertia,Death,Pains,Malpresentation,0
Dog,Labrador Retriever,2.8,36.9,Skin conditions history,Coughing,Weight loss,Anorexia,Pain,Weight loss,8
Dog,Poodle,11.1,6.3,No previous conditions,Sudden death,loss of appetite, rapid heartbeats,fluffed feathers,lack of vocalizations,0
Dog,Poodle,9.4,3.8,Not vaccinated,Skin Rashes,Stripped remiges,Coughing,Weakness,Fever,0
Dog,Beagle,9.7,23.1,Previous kidney disease,Vomiting,Weakness,Vomiting,Gasc,Weight loss,8
Dog,Rottweiler,5.8,30.4,Allergies,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,0
Dog,Labrador Retriever,8.9,37.7,Recent surgery,Sneezing,Pain,Anorexia,Pain,Loss of appetite,8
Dog,Poodle,4.4,4.4,Allergies,Vomiting,Anorexia,Stomach cramps,Lightheadedness ,Weight loss,7
Dog,Poodle,1.1,4.0,Dental issues,Sneezing,Diarrhea,Weakness,Weakness,Weakness,7
Dog,Mixed Breed,14.5,29.9,No previous conditions,Anorexia,Weight loss,Poor Body condition,Sneezing,Vomiting,8
Dog,Rottweiler,5.8,24.6,Skin conditions history,Weakness,Stomach cramps,paresis,paralysis,Diarrhea,10
Dog,Yorkshire Terrier,1.0,10.3,Previous heart condition,Swelling on leg,Painfull,Poor Appetite,Broken Bones,Nasal Discharge,9
Dog,German Shepherd,12.1,45.0,Recent surgery,Weakness,Pain,Weakness,Diarrhea,Pain,8
Dog,German Shepherd,1.3,38.1,Parasite history,Poor Appetite,Diarrhea,Ulcers,Enlarged lymph nodes,Tarry Stool,8
Dog,Bulldog,11.1,18.7,Previous heart condition,Consistency of milk,drooling,Anorexia,Sneezing,listlessness,7
Dog,Mixed Breed,9.6,40.0,Previous kidney disease,Thrist and urination,Muscle pain,Vomiting,Diarrhea,Fever,9
Dog,Boxer,7.3,23.4,Allergies,Anorexia,Lethargy,Fever,Abnormal conformation,Weight loss,7
Dog,Labrador Retriever,0.5,36.2,Parasite history,Coughing,Stealing,Pain,Lethargy,Anorexia,7
Dog,Mixed Breed,10.2,11.4,Chronic illness,Rhinitis,Pneumonia ,abscessess,Torticollis,Septicemia,10
Dog,Poodle,0.5,4.2,Recent surgery,Sneezing,Pain,Coughing,Weight loss,Anorexia,8
Dog,Bulldog,2.7,27.1,Previous heart condition,Lethargy,Anorexia,Pain,Distended chest,Pain,10
Dog,Labrador Retriever,15.0,37.4,Parasite history,Swelling,Gas,Coughing,Broken Bones,Fever,9
Dog,Labrador Retriever,3.0,32.5,Chronic illness,Death,Weakness,Stiff,Radip onset,Muscle Trembling,0
Dog,Bulldog,11.5,20.9,Not vaccinated,Fever,Diarrhea,Bloody droping,Abdominal discomfort,Lethargy,9
Dog,Bulldog,4.6,26.9,Not vaccinated,unable to urinate,Lightheadedness ,droopiness,rectal bleeding,swollen abdomen,10
Dog,Labrador Retriever,3.1,35.6,Chronic illness,loss of appetite,rapid pulse and heart rates,fever,lameness in affected leg,depression,9
Dog,Rottweiler,15.0,32.1,Not vaccinated,Nesting behaviour,Diarrhea,Diarrhea,Coughing,Pain,8
Dog,Labrador Retriever,5.9,45.0,Not vaccinated,Diarrhea,Sneezing,Weakness,Coughing,Weakness,7
Dog,Bulldog,1.7,18.4,Skin conditions history,Diarrhea,Periodic vommiting,Vomiting,Redness of white of the eye,Coughing,6
Dog,Bulldog,9.9,16.5,Skin conditions history,Weight Loss,Fever,Diarrhea,Depression,Scratches,8
Dog,Bulldog,12.5,27.2,No previous conditions,Anorexia,Anorexia,Sneezing,Vomiting,Pain,8
Dog,Mixed Breed,9.6,12.2,Dental issues,Apathy,Depression,Dilation of duodenum,Cloacal pasting,Congestion,0
Dog,Boxer,0.5,20.2,No previous conditions,White mark on the muscle,Diarrhea,Pain,Sneezing,Diarrhea,6
Dog,Poodle,2.0,8.9,Vaccinated,Sneezing,Diarrhea,Fever,Vomiting,Fluif filled blisters,7
Dog,Mixed Breed,7.0,14.3,Chronic illness,Death,Hyperexcitability,Muscular Spasms,Gums,Pains,0
